URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hemisphere-lobaire-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.212",JdvHemisphereLobaireCisis,JDV Hemisphere Lobaire CISIS,"JDV Hemisphere Lobaire CISIS",,"SCT,Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hemisphere-profond-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.211",JdvHemisphereProfondCisis,JDV Hemisphere Profond CISIS,"JDV Hemisphere Profond CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-historique-grossesses-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.852",JdvHistoriqueGrossessesCisis,JDV Historique Grossesses CISIS,"JDV Historique Grossesses CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-allergy-intolerance-category-cisis,20260619134041,active,"2.16.840.1.113883.4.642.3.133",AllergyIntoleranceCategory,AllergyIntoleranceCategory,"AllergyIntoleranceCategory",,"FHIR"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-allergy-intolerance-criticality-cisis,20260619134041,active,"2.16.840.1.113883.4.642.3.129",AllergyIntoleranceCriticality,Allergy Intolerance Criticality,"Allergy Intolerance Criticality",,"hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-allergyintolerance-clinical-cisis,20260619134042,active,"2.16.840.1.113883.4.642.3.1372",AllergyIntoleranceClinicalStatusCodes,AllergyIntolerance Clinical Status Codes,"AllergyIntolerance Clinical Status Codes",,"THO"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-condition-clinical-cisis,20260619134042,active,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Condition Clinical Status Codes",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-condition-ver-status-cisis,20260619134042,active,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"Condition Verification Status",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-days-of-week,20260311144904,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"DaysOfWeek",,"hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-days-of-week-cisis,20260619134043,active,"2.16.840.1.113883.4.642.3.512",DaysOfWeek,DaysOfWeek,"DaysOfWeek",,"hl7.fhir.r4.core"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0066-cisis,20260619134043,active,"2.16.840.1.113883.21.29",Hl7VSEmploymentStatus,hl7VS-employmentStatus,"hl7VS-employmentStatus",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0488-cisis,20260619134043,active,"2.16.840.1.113883.21.328",Hl7VSSpecimenCollectionMethod,hl7VS-specimenCollectionMethod,"hl7VS-specimenCollectionMethod",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v2-0952-cisis,20260619134042,active,"2.16.840.1.113883.1.11.10228",Confidentiality,Confidentiality,"Confidentiality",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActEncounterCode-cisis,20260619134042,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"ActEncounterCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActMood-cisis,20260619134042,active,"2.16.840.1.113883.1.11.10196",ActMood,ActMood,"ActMood",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActMoodIntent-cisis,20260619134042,active,"2.16.840.1.113883.1.11.10199",ActMoodIntent,ActMoodIntent,"ActMoodIntent",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActPharmacySupplyType-cisis,20260619134043,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"ActPharmacySupplyType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActPriority-cisis,20260619134042,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"ActPriority",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActStatus-cisis,20260619134042,active,"2.16.840.1.113883.1.11.15933",ActStatus,ActStatus,"ActStatus",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdminSubstitutionCode-cisis,20260619134042,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"ActSubstanceAdminSubstitutionCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdministrationCode-cisis,20260619134043,active,"2.16.840.1.113883.1.11.19708",ActSubstanceAdministrationCode,ActSubstanceAdministrationCode,"ActSubstanceAdministrationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ActSubstanceAdministrationImmunizationCode-cisis,20260619134043,active,"2.16.840.1.113883.1.11.19709",ActSubstanceAdministrationImmunizationCode,ActSubstanceAdministrationImmunizationCode,"ActSubstanceAdministrationImmunizationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-AdministrableDrugForm-cisis,20260619134042,active,"2.16.840.1.113883.1.11.14570",AdministrableDrugForm,AdministrableDrugForm,"AdministrableDrugForm",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-AdministrativeGender-cisis,20260619134042,active,"2.16.840.1.113883.1.11.1",AdministrativeGender,AdministrativeGender,"AdministrativeGender",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-CoverageRoleType-cisis,20260619134043,active,"2.16.840.1.113883.1.11.18877",CoverageRoleType,CoverageRoleType,"CoverageRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-MediaType-cisis,20251216141839,active,"2.16.840.1.113883.1.11.14824",MediaType,MediaType,"MediaType","ConceptMap/ASS-A12-CorresMediaTypeCDANonStructure-XdsFormatCode-CISIS","THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationInterpretation-cisis,20260619134042,active,"2.16.840.1.113883.1.11.78",ObservationInterpretation,ObservationInterpretation,"ObservationInterpretation",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ObservationMethod-cisis,20260619134042,active,"2.16.840.1.113883.1.11.14079",ObservationMethod,ObservationMethod,"ObservationMethod",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ParticipationFunction-cisis,20260619134042,active,"2.16.840.1.113883.1.11.10267",ParticipationFunction,ParticipationFunction,"ParticipationFunction",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ParticipationType-cisis,20260420150251,active,"2.16.840.1.113883.1.11.10901",ParticipationType,ParticipationType,"ParticipationType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-PersonalRelationshipRoleType-cisis,20260619134041,active,"2.16.840.1.113883.1.11.19563",PersonalRelationshipRoleType,PersonalRelationshipRoleType,"PersonalRelationshipRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-ROIOverlayShape-cisis,20260619134043,active,"2.16.840.1.113883.1.11.16117",ROIOverlayShape,ROIOverlayShape,"ROIOverlayShape",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-RoleClassIngredientEntity-cisis,20260619134042,active,"2.16.840.1.113883.1.11.10430",RoleClassIngredientEntity,RoleClassIngredientEntity,"RoleClassIngredientEntity",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SeverityObservationCode-cisis,20260619134042,active,"2.16.840.1.113883.1.11.20386",SeverityObservationCode,SeverityObservationCode,"SeverityObservationCode",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SpecimenAdditiveEntity-cisis,20260619134042,active,"2.16.840.1.113883.1.11.16042",SpecimenAdditiveEntity,SpecimenAdditiveEntity,"SpecimenAdditiveEntity",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-SpecimenRoleType-cisis,20260619134042,active,"2.16.840.1.113883.1.11.16515",SpecimenRoleType,SpecimenRoleType,"SpecimenRoleType",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-TimingEvent-cisis,20260619134043,active,"2.16.840.1.113883.1.11.10706",TimingEvent,TimingEvent,"TimingEvent",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-WorkScheduleODH-cisis,20260619134041,active,"2.16.840.1.113883.1.11.20561",WorkScheduleODH,WorkScheduleODH,"WorkScheduleODH",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-employmentStatusODH-cisis,20260619134041,active,"2.16.840.1.113883.1.11.20562",EmploymentStatusODH,EmploymentStatusODH,"EmploymentStatusODH",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-xActMoodDocumentObservation,20260619134042,active,"2.16.840.1.113883.1.11.18943",XActMoodDocumentObservation,x_ActMoodDocumentObservation,"x_ActMoodDocumentObservation",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-hl7-v3-xBasicConfidentialityKind-cisis,20260619134042,active,"2.16.840.1.113883.1.11.16926",XBasicConfidentialityKind,x_BasicConfidentialityKind,"x_BasicConfidentialityKind",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-human-substance-administration-site-cisis,20260619134041,active,"1.2.250.1.213.1.1.5.686",JdvHumanSubstanceAdministrationSiteCisis,JDV Human Substance Administration Site CISIS,"JDV Human Substance Administration Site CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-imagerie-objectif-reference-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.672",JdvImagerieObjectifReferenceCisis,JDV Imagerie Objectif Reference CISIS,"JDV Imagerie Objectif Reference CISIS",,"DICOM"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-immunisation-vrs-cisis,20260630083718,active,"1.2.250.1.213.1.1.5.856",JdvImmunisationVrsCisis,JDV Immunisation Vrs CISIS,"JDV Immunisation Vrs CISIS",,"hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-immunization-approach-site-code-cisis,20260619134041,active,"1.2.250.1.213.1.1.5.621",JdvImmunizationApproachSiteCodeCisis,JDV Immunization Approach Site Code CISIS,"JDV Immunization Approach Site Code CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-immunization-route-code-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.676",JdvImmunizationRouteCodeCisis,JDV Immunization Route Code CISIS,"JDV Immunization Route Code CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-impact-mutation-cisis,20260619134043,active,"1.2.250.1.213.1.1.5.142",JdvImpactMutationCisis,JDV Impact Mutation CISIS,"JDV Impact Mutation CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-importance-clinique-cisis,20260619134043,active,"1.2.250.1.213.1.1.5.153",JdvImportancCliniqueCisis,JDV Importance Clinique CISIS,"JDV Importance Clinique CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-imputabilite-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.786",JdvImputabiliteCisis,JDV Imputabilite CISIS,"JDV Imputabilite CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-indicateur-anormalite-cisis,20250708100000,retired,"1.2.250.1.213.1.1.5.95",JdvIndicateurAnormaliteCisis,JDV Indicateur Anormalite CISIS,"JDV Indicateur Anormalite CISIS",,"THO (V3)"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-info-deces-cs8-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.706",JdvInfoDecesCs8Cisis,JDV Info Deces Cs8 CISIS,"JDV Info Deces Cs8 CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-info-prise-en-charge-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.685",JdvInfoPriseEnChargeCisis,JDV Info Prise En Charge CISIS,"JDV Info Prise En Charge CISIS",,"Internal,hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-injection-pdc-tep-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.670",JdvInjectionPdcTepCisis,JDV Injection Pdc Tep CISIS,"JDV Injection Pdc Tep CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-interpretation-ecg-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.197",JdvInterpretationEcgCisis,JDV Interpretation Ecg CISIS,"JDV Interpretation Ecg CISIS",,"SCT"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-aunv-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.195",JdvInvestigationRealiseeAunvCisis,JDV Investigation Realisee Aunv CISIS,"JDV Investigation Realisee Aunv CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-cisis,20260619134043,active,"1.2.250.1.213.1.1.5.47",JdvInvestigationRealiseeCisis,JDV Investigation Realisee CISIS,"JDV Investigation Realisee CISIS",,"SCT,Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-eunv-cisis,20260619134043,active,"1.2.250.1.213.1.1.5.227",JdvInvestigationRealiseeEunvCisis,JDV Investigation Realisee Eunv CISIS,"JDV Investigation Realisee Eunv CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-investigation-realisee-sunv-cisis,20260619134043,active,"1.2.250.1.213.1.1.5.229",JdvInvestigationRealiseeSunvCisis,JDV Investigation Realisee Sunv CISIS,"JDV Investigation Realisee Sunv CISIS",,"Internal,LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-issue-grossesse-cisis,20260619134042,active,"1.2.250.1.213.1.1.5.731",JdvIssueGrossesseCisis,JDV Issue Grossesse CISIS,"JDV Issue Grossesse CISIS",,"SCT,hl7.terminology.r4"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j240-activite-sanitaire-diverse-regulee-finess,20260505120000,active,"1.2.250.1.213.1.6.1.250",JdvJ240ActiviteSanitaireDiverseReguleeFiness,Jdv J240 Activite Sanitaire Diverse Regulee Finess,"Jeu de valeurs FINESS contenant les activités sanitaires, utilisé pour décrire les Activités Sanitaires Diverses Régulées (ASDR)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j287-type-autorite-regulation-finess,20260629120000,active,"1.2.250.1.213.1.6.1.249",JdvJ287TypeAutoriteRegulationFiness,Jdv J287 Type Autorite Regulation Finess,"Jeu de valeurs FINESS contenant les types d'autorité de régulation pour Finess",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j289-type-groupe-gco-finess,20260330120000,active,"1.2.250.1.213.1.6.1.262",JdvJ289TypeGroupeGcoFiness,Jdv J289 Type Groupe Gco Finess,"Jeu de valeurs Finess contenant les types de Groupement de Coopération Organique (GCO).",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j293-type-engagement-finess,20260629120000,active,"1.2.250.1.213.1.6.1.267",JdvJ293TypeEngagementFiness,Jdv J293 Type Engagement Finess,"Jeu de valeurs FINESS contenant les grands types d'engagement pouvant être associés dans FINESS+ à des structures ou des activités.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j294-document-justificatif-finess,20260629120000,active,"1.2.250.1.213.1.6.1.268",JdvJ294DocumentJustificatifFiness,Jdv J294 Document Justificatif Finess,"Jeu de valeurs FINESS contenant les types de documents justificatifs pouvant être associés à une entité FINESS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j295-document-informatif-finess,20260629120000,active,"1.2.250.1.213.1.6.1.269",JdvJ295DocumentInformatifFiness,Jdv J295 Document Informatif Finess,"Jeu de valeurs FINESS contenant les types de documents informatifs pouvant être associés à une entité FINESS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j296-type-role-entite-groupe-finess,20260330120000,active,"1.2.250.1.213.1.6.1.263",JdvJ296TypeRoleEntiteGroupeFiness,Jdv J296 Type Role Entite Groupe Finess,"Jeu de valeurs FINESS contenant les types de rôles que peuvent exercer des entités participants à des groupements",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j297-type-evenement-administratif-finess,20260629120000,active,"1.2.250.1.213.1.6.1.304",JdvJ297TypeEvenementAdministratifFiness,Jdv J297 Type Evenement Administratif Finess,"Jeu de valeurs FINESS contenant les événements affectant le cycle de vie des entités et activités enrgeistrées dans FINESS+",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j298-macro-etat-objet-administratif-finess,20260629120000,active,"1.2.250.1.213.1.6.1.306",JdvJ298MacroEtatObjetAdministratifFiness,Jdv J298 Macro Etat Objet Administratif Finess,"Jeu de valeurs FINESS contenant les macro-etat des structures FINESS qui dérivent de l'état de l'objet. Permet de distinguer les structures actives de celles inactives.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j299-systeme-information-finess,20260629120000,active,"1.2.250.1.213.1.6.1.307",JdvJ299SystemeInformationFiness,Jdv J299 Systeme Information Finess,"Jeu de valeurs FINESS contenant les systemes d'information en relation avec FINESS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j300-type-objet-finess,20260629120000,active,"1.2.250.1.213.1.6.1.308",JdvJ300TypeObjetFiness,Jdv J300 Type Objet Finess,"Jeu de valeurs FINESS contenant les types d'objet enregistrés et manipulés dans FINESS+.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j301-finess-statut-juridique-niv1-finess,20260223120000,active,"1.2.250.1.213.1.6.1.309",JdvJ301FinessStatutJuridiqueNiv1Finess,Jdv J301 Finess Statut Juridique Niv1 Finess,"Ce JDV contient les agrégats Niv1 des statust juridiques (JDV créé à l'image de l'ancienne TRE_R70-FinessAgregatStatutJuridique)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j302-finess-statut-juridique-niv2-finess,20260223120000,active,"1.2.250.1.213.1.6.1.310",JdvJ302FinessStatutJuridiqueNiv2Finess,Jdv J302 Finess Statut Juridique Niv2 Finess,"Ce JDV contient les agrégats Niv2 des statuts juridiques (JDV créé à l'image de l'ancienne TRE_R68-FinessAgregatStatutJuridiqueNiv1)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j303-finess-statut-juridique-niv3-finess,20260223120000,active,"1.2.250.1.213.1.6.1.311",JdvJ303FinessStatutJuridiqueNiv3Finess,Jdv J303 Finess Statut Juridique Niv3 Finess,"Ce JDV contient les agrégats Niv3 des statuts juridiques (JDV créé à l'image de l'ancienne TRE_R69-FinessAgregatStatutJuridiqueNiv2)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j304-finess-statut-juridique-finess,20260223120000,active,"1.2.250.1.213.1.6.1.312",JdvJ304FinessStatutJuridiqueFiness,Jdv J304 Finess Statut Juridique Finess,"Ce JDV comporte tous les status juridiques hors agrégat (JDV créé à l'image de l'ancienne TRE_R72-FinessStatutJuridique)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j305-type-groupement-finess,20260330120000,active,"1.2.250.1.213.1.6.1.313",JdvJ305TypeGroupementFiness,Jdv J305 Type Groupement Finess,"Jeu de valeurs FINESS contenant les types de groupement utilisables dans FINESS. Groupement de coopération conventionnelle ou Groupement de coopération organique",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j306-type-groupe-gcc-finess,20260330120000,active,"1.2.250.1.213.1.6.1.314",JdvJ306TypeGroupeGccFiness,Jdv J306 Type Groupe Gcc Finess,"Jeu de valeurs FINESS contenant les types de Groupement de Coopération conventionnelle (GCC).",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j307-categorie-entite-geographique-exercice-niv1-finess,20260223120000,active,"1.2.250.1.213.1.6.1.315",JdvJ307CategorieEntiteGeographiqueExerciceNiv1Finess,Jdv J307 Categorie Entite Geographique Exercice Niv1 Finess,"Ce JDV contient tous les agrégats Niv1 d'EGE (JDV créé à l'image de l'ancienne TRE_R65-AgregatCategorieEtablissement)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j308-categorie-entite-geographique-exercice-niv2-finess,20260223120000,active,"1.2.250.1.213.1.6.1.316",JdvJ308CategorieEntiteGeographiqueExerciceNiv2Finess,Jdv J308 Categorie Entite Geographique Exercice Niv2 Finess,"Ce JDV contient tous les agrégats Niv 2 d'EGE (JDV crée à l'image de l'ancienneTRE_R63-AgregatCategorieEtablissementNiv1)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j309-categorie-entite-geographique-exercice-niv3-finess,20260223120000,active,"1.2.250.1.213.1.6.1.317",JdvJ309CategorieEntiteGeographiqueExerciceNiv3Finess,Jdv J309 Categorie Entite Geographique Exercice Niv3 Finess,"Ce JDV contient tous les agrégats Niv3 d'EGE (JDV créé à l'image de l'ancienneTRE_R64-AgregatCategorieEtablissementNiv2)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j310-categorie-entite-geographique-exercice-finess,20260223120000,active,"1.2.250.1.213.1.6.1.318",JdvJ310CategorieEntiteGeographiqueExerciceFiness,Jdv J310 Categorie Entite Geographique Exercice Finess,"Ce JDV contient toutes les catégories d'EGE hors agrégat (JDV crée à l'image de l'ancienne TRE R66)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j313-usage-adresse-finess,20260629120000,active,"1.2.250.1.213.1.6.1.321",JdvJ313UsageAdresseFiness,Jdv J313 Usage Adresse Finess,"Jeu de valeurs FINESS contenant les usages des adresses associées aux entités enregistrés dans FINESS+",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j314-engagement-finess,20260629120000,active,"OID:1.2.250.1.213.1.6.1.322",JdvJ314EngagementFiness,Jdv J314 Engagement Finess,"Jeu de valeurs FINESS contenant les engagements, de tous les types d'engagement confondus, pouvant être associés dans FINESS+ à des structures ou des activités.",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j318-activite-enseignement-regulee-finess,20260223120000,active,"1.2.250.1.213.1.6.1.326",JdvJ318ActiviteEnseignementReguleeFiness,Jdv J318 Activite Enseignement Regulee Finess,"Ce JDV contient toutes les AER hors agrégat (JDV créé à l'image de l'ancienne TRE_R281-DisciplineEnseignement)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j319-activite-enseignement-regulee-niv1-finess,20260223120000,active,"1.2.250.1.213.1.6.1.327",JdvJ319ActiviteEnseignementReguleeNiv1Finess,Jdv J319 Activite Enseignement Regulee Niv1 Finess,"Jeu de valeurs FINESS contenant les activités d'enseignement régulées de niveau 1",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j320-activite-enseignement-regulee-niv2-finess,20260223120000,active,"1.2.250.1.213.1.6.1.328",JdvJ320ActiviteEnseignementReguleeNiv2Finess,Jdv J320 Activite Enseignement Regulee Niv2 Finess,"Jeu de valeurs FINESS contenant les activités d'enseignement régulées de niveau 2",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j321-activite-enseignement-regulee-niv3-finess,20260223120000,active,"1.2.250.1.213.1.6.1.329",JdvJ321ActiviteEnseignementReguleeNiv3Finess,Jdv J321 Activite Enseignement Regulee Niv3 Finess,"Jeu de valeurs FINESS contenant les activités d'enseignement régulées de niveau 3",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j322-type-act-enseignement-regulee-finess,20260629120000,active,"1.2.250.1.213.1.6.1.330",JdvJ322TypeActEnseignementReguleeFiness,Jdv J322 Type Act Enseignement Regulee Finess,"Jeu de valeurs FINESS reprenant les types d'activité d'enseignement régulée",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j323-activite-sociale-regulee-finess,20260223120000,active,"1.2.250.1.213.1.6.1.331",JdvJ323ActiviteSocialeReguleeFiness,Jdv J323 Activite Sociale Regulee Finess,"Ce JDV  contient toute les ASOCR  hors agrégat (JDV créé à l'image de l'ancienne  TRE_R280-DisciplineEquipementSocial)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j324-activite-sociale-regulee-niv1-finess,20260223120000,active,"1.2.250.1.213.1.6.1.332",JdvJ324ActiviteSocialeReguleeNiv1Finess,Jdv J324 Activite Sociale Regulee Niv1 Finess,"Jeu de valeurs FINESS contenant les activités régulées pour le social de niveau 1",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j325-activite-sociale-regulee-niv2-finess,20260223120000,active,"1.2.250.1.213.1.6.1.333",JdvJ325ActiviteSocialeReguleeNiv2Finess,Jdv J325 Activite Sociale Regulee Niv2 Finess,"Jeu de valeurs FINESS contenant les activités régulées pour le social de niveau 2",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j326-activite-sociale-regulee-niv3-finess,20260223120000,active,"1.2.250.1.213.1.6.1.334",JdvJ326ActiviteSocialeReguleeNiv3Finess,Jdv J326 Activite Sociale Regulee Niv3 Finess,"Jeu de valeurs FINESS contenant les activités régulées pour le social de niveau 3",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j328-public-activite-smsse-regulee-finess,20260223120000,active,"1.2.250.1.213.1.6.1.336",JdvJ328PublicActiviteSmsseReguleeFiness,Jdv J328 Public Activite Smsse Regulee Finess,"Ce JDV contient tous les publics hors agrégat (JDV créé à l'image de l'ancienne TRE_R279-Clientele)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j329-public-activite-smsse-regulee-niv1-finess,20260223120000,active,"1.2.250.1.213.1.6.1.337",JdvJ329PublicActiviteSmsseReguleeNiv1Finess,Jdv J329 Public Activite Smsse Regulee Niv1 Finess,"Ce JDV contient tous les agregats Niv 1 des publics (JDV créé à l'image de l'ancienne TRE_R293-AgregatClienteleNiv2)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j330-public-activite-smsse-regulee-niv2-finess,20260223120000,active,"1.2.250.1.213.1.6.1.338",JdvJ330PublicActiviteSmsseReguleeNiv2Finess,Jdv J330 Public Activite Smsse Regulee Niv2 Finess,"Ce JDV contient tous les agregats de publics de niveau 2 (JDV créé à l'image de l'ancienne TRE_R294-AgregatClienteleNiv3)",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/jdv-j331-type-act-sociale-regulee-finess,20260629120000,active,"1.2.250.1.213.1.6.1.339",JdvJ331TypeActSocialeReguleeFiness,Jdv J331 Type Act Sociale Regulee Finess,"Jeu de valeurs FINESS reprenant les types d'activité sociale régulée",,"Internal"
